,train_loss,train_score,valid_loss,valid_score
1,0.09593421379134202,0.9241099035248141,0.10502569593465814,0.9130881197576742
2,0.08852569844418016,0.9377251348750936,0.10803515709306005,0.9039545890298175
3,0.08396061171097771,0.9453256499640975,0.12315951274900601,0.8823648959973961
4,0.07935290223053414,0.9520352995155318,0.11800449392918883,0.8885553898913265
5,0.07568113272500575,0.9566680147945555,0.12910685788688242,0.8818392287823725
6,0.07207958786074563,0.9613311795280374,0.1395323540209603,0.8762191998714867
7,0.06890105053399154,0.9648229166317331,0.1394846049198723,0.869795615699012
8,0.06626967387902775,0.9679386628268345,0.14077054522347673,0.8635040864222288
9,0.06376466819974579,0.9706698485277051,0.15151105907550053,0.8612603251454979
10,0.060972271576955006,0.9733817407949158,0.15558308860444722,0.8682670594214484
11,0.05896702218932546,0.9751721288251973,0.16099202544151056,0.853163697532156
